Genius,KenPom,HDI,HDIW,Conf,URL,URLW
Bethany Lutheran,,BLC,BLCW,,https://blcvikings.com/sports/mens-basketball/roster/{season_42},https://blcvikings.com/sports/womens-basketball/roster/{season_42}
Bethel (MN),,BEM,BEMW,,https://athletics.bethel.edu/sports/mens-basketball/roster/{season_42},https://athletics.bethel.edu/sports/womens-basketball/roster/{season_42}
Birmingham-So.,,BSO,BSOW,,https://bscsports.net/sports/mens-basketball/roster/{season_42},https://bscsports.net/sports/womens-basketball/roster/{season_42}
Blackburn,,BLK,BLKW,,https://www.blackburnbeavers.com/sports/mbkb/{season_42}/roster,https://www.blackburnbeavers.com/sports/wbkb/{season_42}/roster
Blue Mountain (MS),,BMM,BMMW,,https://bmcusports.com/sports/mens-basketball/roster/{season_42},https://bmcusports.com/sports/womens-basketball/roster/{season_42}
Bluffton,,BLF,BLFW,,https://blufftonbeavers.com/sports/mbkb/{season_42}/roster,https://blufftonbeavers.com/sports/wbkb/{season_42}/roster
Bowdoin,,BOW,BOWW,,https://athletics.bowdoin.edu/sports/mens-basketball/roster/{season_42},https://athletics.bowdoin.edu/sports/womens-basketball/roster/{season_42}
Brandeis,,BRS,BRSW,,https://brandeisjudges.com/sports/mens-basketball/roster/{season_42},https://brandeisjudges.com/sports/womens-basketball/roster/{season_42}
Brevard,Brevard,BRV,BRVW,,https://bctornados.com/sports/mens-basketball/roster/{season_42},https://bctornados.com/sports/womens-basketball/roster/{season_42}
Bridgewater (VA),,BVA,BVAW,,https://bridgewatereagles.com/sports/mens-basketball/roster/{season_42},https://bridgewatereagles.com/sports/womens-basketball/roster/{season_42}
Bridgewater St.,,BGS,BGSW,,https://www.bsubears.com/sports/mbkb/{season_42}/roster,https://www.bsubears.com/sports/wbkb/{season_42}/roster
Brooklyn,,BRK,BRKW,,https://www.brooklyncollegeathletics.com/sports/mens-basketball/roster/{season_42},https://www.brooklyncollegeathletics.com/sports/womens-basketball/roster/{season_42}
Bryn Mawr,,BRM,BRMW,,https://brynathynathletics.com/sports/mens-basketball/roster/{season_42},https://brynathynathletics.com/sports/womens-basketball/roster/{season_42}
Buena Vista,,BVU,BVUW,,https://bvuathletics.com/sports/mens-basketball/roster/{season_42},https://bvuathletics.com/sports/womens-basketball/roster/{season_42}
Buffalo St.,,BFS,BFSW,,https://ubbulls.com/sports/mens-basketball/roster/{season_42},https://ubbulls.com/sports/womens-basketball/roster/{season_42}
Cabrini,,CBR,CBRW,,https://cabrini.villanova.com/sports/mens-basketball/roster/{season_42},https://cabrini.villanova.com/sports/womens-basketball/roster/{season_42}
Cairn,,CAI,CAIW,,https://www.cairnhighlanders.com/sports/mens-basketball/roster/{season_44},https://www.cairnhighlanders.com/sports/womens-basketball/roster/{season_44}
Cal Lutheran,,CLU,CLUW,,https://clusports.com/sports/mens-basketball/roster/{season_42},https://clusports.com/sports/womens-basketball/roster/{season_42}
Caltech,,CTH,CTHW,,https://gocaltech.com/sports/mens-basketball/roster/{season_42},https://gocaltech.com/sports/womens-basketball/roster/{season_42}
Calvin,,CLV,CLVW,,https://calvinknights.com/sports/mens-basketball/roster/{season_42},https://calvinknights.com/sports/womens-basketball/roster/{season_42}
Capital,,CPL,CPLW,,https://athletics.capital.edu/sports/mens-basketball/roster/{season_42},https://athletics.capital.edu/sports/womens-basketball/roster/{season_42}
Carleton,,CTN,CTNW,,https://athletics.carleton.edu/sports/mens-basketball/roster/{season_42},https://athletics.carleton.edu/sports/womens-basketball/roster/{season_42}
Carlow,,CRL,CRLW,,https://athletics.carlow.edu/sports/mbkb/{season_42}/roster,https://athletics.carlow.edu/sports/wbkb/{season_42}/roster
Carnegie Mellon,,CRM,CRMW,,https://athletics.cmu.edu/sports/mbkb/{season_42}/roster,https://athletics.cmu.edu/sports/wbkb/{season_42}/roster
Carroll (WI),,CWI,CWIW,,https://gopios.com/sports/mens-basketball/roster/{season_42},https://gopios.com/sports/womens-basketball/roster/{season_42}
Carthage,,CRG,CRGW,,https://athletics.carthage.edu/sports/mens-basketball/roster/{season_42},https://athletics.carthage.edu/sports/womens-basketball/roster/{season_42}
Catholic,,CLC,CLCW,,https://catholicathletics.com/sports/mens-basketball/roster/{season_42},https://catholicathletics.com/sports/womens-basketball/roster/{season_42}
CCNY,,NYC,NYCW,,https://ccnyathletics.com/sports/mens-basketball/roster/{season_42},https://ccnyathletics.com/sports/womens-basketball/roster/{season_42}
Centenary (LA),,CEN,CENW,,https://www.gocentenary.com/sports/mbkb/{season_42}/roster,https://www.gocentenary.com/sports/wbkb/{season_42}/roster
Centenary (NJ),,CNT,CNTW,,https://centenarycyclones.com/sports/mens-basketball/roster/{season_42},https://centenarycyclones.com/sports/womens-basketball/roster/{season_42}
Central (IA),,CIA,CIAW,,https://athletics.central.edu/sports/mens-basketball/roster/{season_42},https://athletics.central.edu/sports/womens-basketball/roster/{season_42}
Centre,,CNR,CNRW,,https://centrecolonels.com/sports/mens-basketball/roster/{season_42},https://centrecolonels.com/sports/womens-basketball/roster/{season_42}
Chapman,,CHP,CHPW,,https://athletics.chapman.edu/sports/mens-basketball/roster/{season_42},https://athletics.chapman.edu/sports/womens-basketball/roster/{season_42}
Chatham,,CTM,CTMW,,https://gochathamcougars.com/sports/mens-basketball/roster/{season_44},https://gochathamcougars.com/sports/womens-basketball/roster/{season_44}
Chris. Newport,,CHN,CHNW,,https://www.cnusports.com/sports/mens-basketball/roster/{season_44},https://www.cnusports.com/sports/womens-basketball/roster/{season_44}
Claremont-M-S,,CMS,CMSW,,https://cmsathletics.org/sports/mens-basketball/roster/{season_42},https://cmsathletics.org/sports/womens-basketball/roster/{season_42}
Clark (MA),,CMA,CMAW,,https://clarkepride.com/sports/mbkb/{season_42}/roster,https://clarkepride.com/sports/wbkb/{season_42}/roster
Clarks Summit,,CKS,CKSW,,,
Clarkson,,CRK,CRKW,,https://clarksonathletics.com/sports/mens-basketball/roster/{season_42},https://clarksonathletics.com/sports/womens-basketball/roster/{season_42}
CMSV,,MSV,MSVW,,https://umsvathletics.com/sports/mens-basketball/roster/{season_42},https://umsvathletics.com/sports/womens-basketball/roster/{season_42}
Coast Guard,,CGD,CGDW,,https://coastguardathletics.com/sports/mens-basketball/roster/{season_42},https://coastguardathletics.com/sports/womens-basketball/roster/{season_42}
Cobleskill St.,,CSK,CSKW,,https://fightingtigers.cobleskill.edu/sports/mens-basketball/roster/{season_42},https://fightingtigers.cobleskill.edu/sports/womens-basketball/roster/{season_42}
Coe,,COE,COEW,,https://kohawkathletics.com/sports/mens-basketball/roster/{season_42},https://kohawkathletics.com/sports/womens-basketball/roster/{season_42}
Colby,,COB,COBW,,https://colbyathletics.com/sports/mens-basketball/roster/{season_42},https://colbyathletics.com/sports/womens-basketball/roster/{season_42}
Colby-Sawyer,,CSC,CSCW,,https://www.colby-sawyerathletics.com/sports/mens-basketball/roster/{season_42},https://www.colby-sawyerathletics.com/sports/womens-basketball/roster/{season_42}
Colorado Col.,,COL,COLW,,https://cctigers.com/sports/mens-basketball/roster/{season_44},https://cctigers.com/sports/womens-basketball/roster/{season_44}
Concordia (TX),,CTX,CTXW,,https://athletics.concordia.edu/sports/mens-basketball/roster/{season_42},https://athletics.concordia.edu/sports/womens-basketball/roster/{season_42}
Concordia Chicago,,CNC,CNCW,,https://www.cucougars.com/sports/mens-basketball/roster/{season_42},https://www.cucougars.com/sports/womens-basketball/roster/{season_42}
Concordia Wisconsin,,CCW,CCWW,,https://cuwfalcons.com/sports/mens-basketball/roster/{season_42},https://cuwfalcons.com/sports/womens-basketball/roster/{season_42}
Concordia-M'head,,CMH,CMHW,,https://gocobbers.com/sports/mbkb/{season_42}/roster,https://gocobbers.com/sports/wbkb/{season_42}/roster
Connecticut Col.,,CTC,CTCW,,https://camelathletics.com/sports/mens-basketball/roster/{season_42},https://camelathletics.com/sports/womens-basketball/roster/{season_42}
Cornell College,,CRC,CRCW,,https://cornellrams.com/sports/mens-basketball/roster/{season_42},https://cornellrams.com/sports/womens-basketball/roster/{season_42}
Cortland,,CLD,CLDW,,https://www.cortlandreddragons.com/sports/mens-basketball/roster/{season_42},https://www.cortlandreddragons.com/sports/womens-basketball/roster/{season_42}
Covenant,,CVN,CVNW,,https://athletics.covenant.edu/sports/mens-basketball/roster/{season_42},https://athletics.covenant.edu/sports/womens-basketball/roster/{season_42}
Crown (MN),,CMN,CMNW,,https://athletics.crown.edu/sports/mens-basketball/roster/{season_42},https://athletics.crown.edu/sports/womens-basketball/roster/{season_42}
Curry,Curry,CUR,CURW,,https://www.curryathletics.com/sports/mbkb/{season_42}/roster,https://www.curryathletics.com/sports/wbkb/{season_42}/roster
CWRU,,CWR,CWRW,,https://athletics.case.edu/sports/mens-basketball/roster/{season_42},https://athletics.case.edu/sports/womens-basketball/roster/{season_42}
Dallas,,DAL,DALW,,https://utdcomets.com/sports/mens-basketball/roster/{season_42},https://utdcomets.com/sports/womens-basketball/roster/{season_42}
Dean,,DEA,DEAW,,https://deanbulldogs.com/sports/mens-basketball/roster/{season_42},https://deanbulldogs.com/sports/womens-basketball/roster/{season_42}
Defiance,,DEF,DEFW,,https://www.defianceathletics.com/sports/mbkb/{season_42}/roster,https://www.defianceathletics.com/sports/wbkb/{season_42}/roster
Delaware Valley,,DEV,DEVW,,https://athletics.delval.edu/sports/mens-basketball/roster/{season_42},https://athletics.delval.edu/sports/womens-basketball/roster/{season_42}
Denison,,DSN,DSNW,,https://denisonbigred.com/sports/mens-basketball/roster/{season_42},https://denisonbigred.com/sports/womens-basketball/roster/{season_42}
DePauw,,DPW,DPWW,,https://depauwtigers.com/sports/mens-basketball/roster/{season_42},https://depauwtigers.com/sports/womens-basketball/roster/{season_42}
DeSales,,DSL,DSLW,,https://athletics.desales.edu/sports/mens-basketball/roster/{season_42},https://athletics.desales.edu/sports/womens-basketball/roster/{season_42}
Dickinson,,DKN,DKNW,,https://dickinsonathletics.com/sports/mens-basketball/roster/{season_42},https://dickinsonathletics.com/sports/womens-basketball/roster/{season_42}
Dominican (IL),,DMI,DMIW,,https://dustars.com/sports/mens-basketball/roster/{season_44},https://dustars.com/sports/womens-basketball/roster/{season_44}
Drew,Drew,DRW,DRWW,,https://drewrangers.com/sports/mens-basketball/roster/{season_42},https://drewrangers.com/sports/womens-basketball/roster/{season_42}
Dubuque,,DBQ,DBQW,,https://udspartans.com/sports/mens-basketball/roster/{season_42},https://udspartans.com/sports/womens-basketball/roster/{season_42}
Earlham,,EAR,EARW,,https://goearlham.com/sports/mens-basketball/roster/{season_42},https://goearlham.com/sports/womens-basketball/roster/{season_42}
East Tex. Baptist,,ETB,ETBW,,https://goetbutigers.com/sports/mens-basketball/roster/{season_42},https://goetbutigers.com/sports/womens-basketball/roster/{season_42}
East. Mennonite,,EMN,EMNW,,https://emuroyals.com/sports/mens-basketball/roster/{season_42},https://emuroyals.com/sports/womens-basketball/roster/{season_42}
Eastern,,ESNW,ESNW,,https://goeasterneagles.com/sports/mens-basketball/roster/{season_42},https://goeasterneagles.com/sports/womens-basketball/roster/{season_42}
Eastern Conn. St.,,ECN,ECNW,,https://gowarriorathletics.com/sports/mens-basketball/roster/{season_42},https://gowarriorathletics.com/sports/womens-basketball/roster/{season_42}
Eastern Nazarene,,ENZ,ENZW,,,
Edgewood,,EDG,EDGW,,https://edgewoodeagles.com/sports/mens-basketball/roster/{season_42},https://edgewoodeagles.com/sports/womens-basketball/roster/{season_42}
Elizabethtown,,EZT,EZTW,,https://etownbluejays.com/sports/mens-basketball/roster/{season_44},https://etownbluejays.com/sports/womens-basketball/roster/{season_44}
Elmhurst,,ELH,ELHW,,https://elmhurstbluejays.com/sports/mens-basketball/roster/{season_42},https://elmhurstbluejays.com/sports/womens-basketball/roster/{season_42}
Elmira,,EMR,EMRW,,https://athletics.elmira.edu/sports/mens-basketball/roster/{season_42},https://athletics.elmira.edu/sports/womens-basketball/roster/{season_42}
Elms,,ELM,ELMW,,https://www.ecblazers.com/sports/mbkb/{season_42}/roster,https://www.ecblazers.com/sports/wbkb/{season_42}/roster
Emerson,,EME,EMEW,,https://emersonlions.com/sports/mens-basketball/roster/{season_42},https://emersonlions.com/sports/womens-basketball/roster/{season_42}
Emmanuel (MA),,EMA,EMAW,,https://goecsaints.com/sports/mens-basketball/roster/{season_42},https://goecsaints.com/sports/womens-basketball/roster/{season_42}
Emory,,EMY,EMYW,,https://emoryathletics.com/sports/mens-basketball/roster/{season_42},https://emoryathletics.com/sports/womens-basketball/roster/{season_42}
Endicott,,END,ENDW,,https://www.ecgulls.com/sports/mbkb/{season_42}/roster,https://www.ecgulls.com/sports/wbkb/{season_42}/roster
Eureka,,EUR,EURW,,https://www.eurekareddevils.com/sports/mbkb/{season_42}/roster,https://www.eurekareddevils.com/sports/wbkb/{season_42}/roster
Farmingdale St.,,FRM,FRMW,,https://farmingdalesports.com/sports/mens-basketball/roster/{season_42},https://farmingdalesports.com/sports/womens-basketball/roster/{season_42}
FDU-Florham,,FDL,FDLW,,https://fdudevils.com/sports/mens-basketball/roster/{season_42},https://fdudevils.com/sports/womens-basketball/roster/{season_42}
Fitchburg St.,,FTC,FTCW,,https://www.fitchburgfalcons.com/sports/mbkb/{season_42}/roster,https://www.fitchburgfalcons.com/sports/wbkb/{season_42}/roster
Framingham St.,,FMH,FMHW,,https://www.fsurams.com/sports/mbkb/{season_42}/roster,https://www.fsurams.com/sports/wbkb/{season_42}/roster
Franciscan,,FNC,FNCW,,https://franciscanathletics.com/sports/mens-basketball/roster/{season_42},https://franciscanathletics.com/sports/womens-basketball/roster/{season_42}
Franklin,Franklin,FRK,FRKW,,https://franklingrizzlies.com/sports/mens-basketball/roster/{season_42},https://franklingrizzlies.com/sports/womens-basketball/roster/{season_42}
Franklin & Marshall,,FML,FMLW,,https://godiplomats.com/sports/mens-basketball/roster/{season_42},https://godiplomats.com/sports/womens-basketball/roster/{season_42}
Fredonia,,FDA,FDAW,,https://fredoniabluedevils.com/sports/mens-basketball/roster/{season_42},https://fredoniabluedevils.com/sports/womens-basketball/roster/{season_42}
Friends,,FRD,FRDW,,https://friendsathletics.com/sports/mens-basketball/roster/{season_42},https://friendsathletics.com/sports/womens-basketball/roster/{season_42}
Gallaudet,,GAL,GALW,,https://gallaudetbison.com/sports/mens-basketball/roster/{season_42},https://gallaudetbison.com/sports/womens-basketball/roster/{season_42}
Geneva,,GEN,GENW,,https://athletics.geneva.edu/sports/mens-basketball/roster/{season_42},https://athletics.geneva.edu/sports/womens-basketball/roster/{season_42}
George Fox,,GEF,GEFW,,https://athletics.georgefox.edu/sports/mens-basketball/roster/{season_42},https://athletics.georgefox.edu/sports/womens-basketball/roster/{season_42}
Gettysburg,,GTB,GTBW,,https://gettysburgsports.com/sports/mens-basketball/roster/{season_42},https://gettysburgsports.com/sports/womens-basketball/roster/{season_42}
Gordon,,GDN,GDNW,,https://athletics.gordon.edu/sports/mens-basketball/roster/{season_44},https://athletics.gordon.edu/sports/womens-basketball/roster/{season_44}
Goucher,,GCH,GCHW,,https://athletics.goucher.edu/sports/mbkb/{season_42}/roster,https://athletics.goucher.edu/sports/wbkb/{season_42}/roster
Grace (IN),,GIN,GINW,,https://gclancers.com/sports/mens-basketball/roster/{season_42},https://gclancers.com/sports/womens-basketball/roster/{season_42}
Greensboro,,GBO,GBOW,,https://greensborocollegesports.com/sports/mens-basketball/roster/{season_42},https://greensborocollegesports.com/sports/womens-basketball/roster/{season_42}
Greenville,,GNV,GNVW,,https://greenvillepanthers.com/sports/mens-basketball/roster/{season_42},https://greenvillepanthers.com/sports/womens-basketball/roster/{season_42}
Grinnell,,GNL,GNLW,,https://pioneers.grinnell.edu/sports/mens-basketball/roster/{season_42},https://pioneers.grinnell.edu/sports/womens-basketball/roster/{season_42}
Grove City,,GVC,GVCW,,https://athletics.gcc.edu/sports/mens-basketball/roster/{season_42},https://athletics.gcc.edu/sports/womens-basketball/roster/{season_42}
Guilford,,GFD,GFDW,,https://guilfordquakers.com/sports/mens-basketball/roster/{season_42},https://guilfordquakers.com/sports/womens-basketball/roster/{season_42}
Gustavus Adolphus,,GAD,GADW,,https://gogusties.com/sports/mens-basketball/roster/{season_42},https://gogusties.com/sports/womens-basketball/roster/{season_42}
Gwynedd Mercy,,GWM,GWMW,,https://gwyneddathletics.com/sports/mens-basketball/roster/{season_44},https://gwyneddathletics.com/sports/womens-basketball/roster/{season_44}
Hamilton,,HMT,HMTW,,https://athletics.hamilton.edu/sports/mens-basketball/roster/{season_42},https://athletics.hamilton.edu/sports/womens-basketball/roster/{season_42}
Hamline,,HML,HMLW,,https://hamlineathletics.com/sports/mens-basketball/roster/{season_42},https://hamlineathletics.com/sports/womens-basketball/roster/{season_42}
Hampden-Sydney,,HSY,HSYW,,https://hscathletics.com/sports/mens-basketball/roster/{season_42},
Hanover,,HNV,HNVW,,https://athletics.hanover.edu/sports/mens-basketball/roster/{season_42},https://athletics.hanover.edu/sports/womens-basketball/roster/{season_42}
Hardin-Simmons,,HDS,HDSW,,https://hsuathletics.com/sports/mens-basketball/roster/{season_42},https://hsuathletics.com/sports/womens-basketball/roster/{season_42}
Hartford,Hartford,HRT,HRTW,,https://hartfordhawks.com/sports/mens-basketball/roster/{season_42},https://hartfordhawks.com/sports/womens-basketball/roster/{season_42}
Hartwick,,HTW,HTWW,,https://www.hartwickhawks.com/sports/mens-basketball/roster/{season_42},https://www.hartwickhawks.com/sports/womens-basketball/roster/{season_42}
Haverford,,HVF,HVFW,,https://haverfordathletics.com/sports/mens-basketball/roster/{season_42},https://haverfordathletics.com/sports/womens-basketball/roster/{season_42}
Heidelberg,,HEI,HEIW,,https://bergathletics.com/sports/mens-basketball/roster/{season_42},https://bergathletics.com/sports/womens-basketball/roster/{season_42}
Hendrix,,HDX,HDXW,,https://hendrixwarriors.com/sports/mens-basketball/roster/{season_42},https://hendrixwarriors.com/sports/womens-basketball/roster/{season_42}
Hilbert,,HLB,HLBW,,https://hilberthawks.com/sports/mens-basketball/roster/{season_42},https://hilberthawks.com/sports/womens-basketball/roster/{season_42}
Hiram,,HRM,HRMW,,https://hiramterriers.com/sports/mens-basketball/roster/{season_42},https://hiramterriers.com/sports/womens-basketball/roster/{season_42}
Hobart,,HBR,HBRW,,https://hwsathletics.com/sports/mens-basketball/roster/{season_42},https://hwsathletics.com/sports/womens-basketball/roster/{season_42}
Hood,,HOO,HOOW,,https://hoodathletics.com/sports/mens-basketball/roster/{season_42},https://hoodathletics.com/sports/womens-basketball/roster/{season_42}
Hope,,HPE,HPEW,,https://athletics.hope.edu/sports/mens-basketball/roster/{season_42},https://athletics.hope.edu/sports/womens-basketball/roster/{season_42}
Houghton,,HTN,HTNW,,https://athletics.houghton.edu/sports/mens-basketball/roster/{season_44},https://athletics.houghton.edu/sports/womens-basketball/roster/{season_44}
Howard Payne,,HWP,HWPW,,https://hpusports.com/sports/mens-basketball/roster/{season_44},https://hpusports.com/sports/womens-basketball/roster/{season_44}
Hunter,,HNT,HNTW,,https://www.huntercollegeathletics.com/sports/mens-basketball/roster/{season_42},https://www.huntercollegeathletics.com/sports/womens-basketball/roster/{season_42}
Huntingdon,,HTD,HTDW,,https://www.huntingdonhawks.com/sports/mbkb/{season_42}/roster,https://www.huntingdonhawks.com/sports/wbkb/{season_42}/roster
Husson,,HSN,HSNW,,https://hussoneagles.com/sports/mens-basketball/roster/{season_42},https://hussoneagles.com/sports/womens-basketball/roster/{season_42}
IIT,,IIT,IITW,,https://illinoistechathletics.com/sports/mens-basketball/roster/{season_42},https://illinoistechathletics.com/sports/womens-basketball/roster/{season_42}
Ill. Wesleyan,,ILW,ILWW,,https://www.iwusports.com/sports/mens-basketball/roster/{season_42},https://www.iwusports.com/sports/womens-basketball/roster/{season_42}
Illinois Col.,,ILC,ILCW,,https://illinoiscollegeathletics.com/sports/mens-basketball/roster/{season_42},https://illinoiscollegeathletics.com/sports/womens-basketball/roster/{season_42}
Immaculata,,IMA,IMAW,,https://gomightymacs.com/sports/mens-basketball/roster/{season_42},https://gomightymacs.com/sports/womens-basketball/roster/{season_42}
Ithaca,,ITH,ITHW,,https://athletics.ithaca.edu/sports/mens-basketball/roster/{season_42},https://athletics.ithaca.edu/sports/womens-basketball/roster/{season_42}
John Carroll,,JCL,JCLW,,https://jcusports.com/sports/mens-basketball/roster/{season_42},https://jcusports.com/sports/womens-basketball/roster/{season_42}
John Jay,,JJA,JJAW,,https://johnjayathletics.com/sports/mens-basketball/roster/{season_42},https://johnjayathletics.com/sports/womens-basketball/roster/{season_42}
Johns Hopkins,,JHP,JHPW,,https://hopkinssports.com/sports/mens-basketball/roster/{season_42},https://hopkinssports.com/sports/womens-basketball/roster/{season_42}
Juniata,,JNT,JNTW,,https://www.juniatasports.net/sports/mbkb/{season_42}/roster,https://www.juniatasports.net/sports/wbkb/{season_42}/roster
JWU (Charlotte),,JWC,JWCW,,https://charlotte.jwuathletics.com/sports/mens-basketball/roster/{season_42},https://charlotte.jwuathletics.com/sports/womens-basketball/roster/{season_42}
JWU (Providence),,JWP,JWPW,,https://providence.jwuathletics.com/sports/mens-basketball/roster/{season_42},https://providence.jwuathletics.com/sports/womens-basketball/roster/{season_42}
Kalamazoo,,KAL,KALW,,https://hornets.kzoo.edu/sports/mens-basketball/roster/{season_42},https://hornets.kzoo.edu/sports/womens-basketball/roster/{season_42}
Kean,,KEA,KEAW,,https://keanathletics.com/sports/mens-basketball/roster/{season_42},https://keanathletics.com/sports/womens-basketball/roster/{season_42}
Keene St.,,KNS,KNSW,,https://keeneowls.com/sports/mens-basketball/roster/{season_44},https://keeneowls.com/sports/womens-basketball/roster/{season_44}
Kenyon,,KNY,KNYW,,https://athletics.kenyon.edu/sports/mens-basketball/roster/{season_42},https://athletics.kenyon.edu/sports/womens-basketball/roster/{season_42}
Keuka,,KEU,KEUW,,https://keukaathletics.com/sports/mens-basketball/roster/{season_42},https://keukaathletics.com/sports/womens-basketball/roster/{season_42}
Keystone,,KEY,KEYW,,https://www.gokcgiants.com/sports/mens-basketball/roster/{season_44},https://www.gokcgiants.com/sports/womens-basketball/roster/{season_44}
King's (PA),,KPA,KPAW,,https://kingscollegeathletics.com/sports/mens-basketball/roster/{season_42},https://kingscollegeathletics.com/sports/womens-basketball/roster/{season_42}
Knox,,KNX,KNXW,,https://prairiefire.knox.edu/sports/mens-basketball/roster/{season_42},https://prairiefire.knox.edu/sports/womens-basketball/roster/{season_42}
La Roche,,LAR,LARW,,https://www.larochesports.com/sports/mbkb/{season_42}/roster,https://www.larochesports.com/sports/wbkb/{season_42}/roster
La Verne,,LAV,LAVW,,https://leopardathletics.com/sports/mens-basketball/roster/{season_42},https://leopardathletics.com/sports/womens-basketball/roster/{season_42}
LaGrange,,LAG,LAGW,,https://lagrangepanthers.com/sports/mens-basketball/roster/{season_42},https://lagrangepanthers.com/sports/womens-basketball/roster/{season_42}
Lake Forest,,LFT,LFTW,,https://goforesters.com/sports/mens-basketball/roster/{season_42},https://goforesters.com/sports/womens-basketball/roster/{season_42}
Lakeland,,LKD,LKDW,,https://lakelandmuskies.com/sports/mens-basketball/roster/{season_42},https://lakelandmuskies.com/sports/womens-basketball/roster/{season_42}
Lancaster Bible,,LBC,LBCW,,https://lbcchargers.com/sports/mens-basketball/roster/{season_42},https://lbcchargers.com/sports/womens-basketball/roster/{season_42}
Lasell,,LSL,LSLW,,https://laserpride.lasell.edu/sports/mbkb/{season_42}/roster,https://laserpride.lasell.edu/sports/wbkb/{season_42}/roster
Lawrence,,LWR,LWRW,,https://vikings.lawrence.edu/sports/mens-basketball/roster/{season_42},https://vikings.lawrence.edu/sports/womens-basketball/roster/{season_42}
Lebanon Valley,,LBV,LBVW,,https://godutchmen.com/sports/mens-basketball/roster/{season_42},https://godutchmen.com/sports/womens-basketball/roster/{season_42}
Lehman,,LMN,LMNW,,https://lehmanathletics.com/sports/mens-basketball/roster/{season_42},https://lehmanathletics.com/sports/womens-basketball/roster/{season_42}
Lesley,,LSY,LSYW,,https://lesleyathletics.com/sports/mbkb/{season_42}/roster,https://lesleyathletics.com/sports/wbkb/{season_42}/roster
LeTourneau,,LTN,LTNW,,https://letuathletics.com/sports/mens-basketball/roster/{season_42},https://letuathletics.com/sports/womens-basketball/roster/{season_42}
Lewis & Clark,Lewis & Clark,LNC,LNCW,,https://trailblazers.lc.edu/sports/mbkb/{season_42}/roster,https://trailblazers.lc.edu/sports/wbkb/{season_42}/roster
Linfield,,LIN,LINW,,https://golinfieldwildcats.com/sports/mens-basketball/roster/{season_42},https://golinfieldwildcats.com/sports/womens-basketball/roster/{season_42}
Loras,,LOR,LORW,,https://duhawks.com/sports/mens-basketball/roster/{season_42},https://duhawks.com/sports/womens-basketball/roster/{season_42}
Louisiana Col.,,LCU,LCUW,,https://www.lcwildcats.net/sports/mens-basketball/roster/{season_42},https://www.lcwildcats.net/sports/womens-basketball/roster/{season_42}
Luther,,LTH,LTHW,,https://luthernorse.com/sports/mens-basketball/roster/{season_42},https://luthernorse.com/sports/womens-basketball/roster/{season_42}
Lycoming,,LCM,LCMW,,https://lycomingathletics.com/sports/mens-basketball/roster/{season_42},https://lycomingathletics.com/sports/womens-basketball/roster/{season_42}
Lynchburg,,LCH,LCHW,,https://lynchburgsports.com/sports/mens-basketball/roster/{season_42},https://lynchburgsports.com/sports/womens-basketball/roster/{season_42}
Lyon,,LYO,LYOW,,https://lyonscots.com/sports/mens-basketball/roster/{season_42},https://lyonscots.com/sports/womens-basketball/roster/{season_42}
Macalester,,MAC,MACW,,https://athletics.macalester.edu/sports/mens-basketball/roster/{season_42},https://athletics.macalester.edu/sports/womens-basketball/roster/{season_42}
Maine Maritime,,MME,MMEW,,https://marinersports.org/sports/mens-basketball/roster/{season_42},https://marinersports.org/sports/womens-basketball/roster/{season_42}
Manchester,,MCR,MCRW,,https://muspartans.com/sports/mens-basketball/roster/{season_42},https://muspartans.com/sports/womens-basketball/roster/{season_42}
Manhattanville,,MNV,MNVW,,https://govaliants.com/sports/mens-basketball/roster/{season_42},https://govaliants.com/sports/womens-basketball/roster/{season_42}
Maranatha Baptist,,MNB,MNBW,,https://mbusabercats.com/sports/mens-basketball/roster/{season_42},https://mbusabercats.com/sports/womens-basketball/roster/{season_42}
Marian (WI),,MWI,MWIW,,https://sabreathletics.com/sports/mens-basketball/roster/{season_42},https://sabreathletics.com/sports/womens-basketball/roster/{season_42}
Marietta,,MRA,MRAW,,https://pioneers.marietta.edu/sports/mens-basketball/roster/{season_42},https://pioneers.marietta.edu/sports/womens-basketball/roster/{season_42}
Martin Luther,,MLU,MLUW,,https://mlcknights.com/sports/mens-basketball/roster/{season_42},https://mlcknights.com/sports/womens-basketball/roster/{season_42}
Mary Baldwin,,MRB,MRBW,,https://marybaldwinathletics.com/sports/mens-basketball/roster/{season_42},https://marybaldwinathletics.com/sports/womens-basketball/roster/{season_42}
Mary Hardin-Baylor,,MHB,MHBW,,https://cruathletics.com/sports/mens-basketball/roster/{season_44},https://cruathletics.com/sports/womens-basketball/roster/{season_44}
Mary Washington,,MWA,MWAW,,https://umweagles.com/sports/mens-basketball/roster/{season_42},https://umweagles.com/sports/womens-basketball/roster/{season_42}
Marymount (VA),,MVA,MVAW,,https://marymountsaints.com/sports/mens-basketball/roster/{season_42},https://marymountsaints.com/sports/womens-basketball/roster/{season_42}
Maryville (TN),,MVL,MVLW,,https://mcscots.com/sports/mens-basketball/roster/{season_42},https://mcscots.com/sports/womens-basketball/roster/{season_42}
Marywood,,MRW,MRWW,,https://marywoodpacers.com/sports/mens-basketball/roster/{season_42},https://marywoodpacers.com/sports/womens-basketball/roster/{season_42}
McDaniel,,MCD,MCDW,,https://mcdanielathletics.com/sports/mens-basketball/roster/{season_42},https://mcdanielathletics.com/sports/womens-basketball/roster/{season_42}
